"subject","contrast","sf","target_side","response","unique_id"
"S3",0.0057035489980074,0.5,"left","left","175fe5c7-479d-4b38-926c-e54b0d407d07"
"S3",0.0301973834223185,40,"left","left","7dc41d4c-d9dc-44dd-9b3e-ce5a5ccbadc9"
"S3",0.013123728736941,0.5,"left","right","981f615c-9a01-45fe-9941-d2f64d20739f"
"S3",0.0694834512228015,40,"right","right","e4ed4dc7-974a-4276-acad-39c39d75f0a0"
"S3",0.0301973834223185,13.3748060995284,"left","left","d8fc82c5-ee2f-43ae-af18-2002145695df"
"S3",0.00247875217666636,4.47213595499958,"right","left","8b71f97c-6e92-4b40-9722-5b022b25f779"
"S3",0.159879746079694,1.49534878122122,"left","left","15e68402-22a1-4117-a3b4-cb5659e0e8d9"
"S3",0.013123728736941,13.3748060995284,"right","right","6544d955-afc4-4f15-8ac3-94d71ede7d84"
"S3",0.00247875217666636,4.47213595499958,"right","right","8eaaf0b9-a2ee-43b1-828c-6a0c36520298"
"S3",0.0694834512228015,1.49534878122122,"left","left","b5bc3850-6e29-44e1-93d1-d1c4b0ac7e8d"
"S3",0.0301973834223185,1.49534878122122,"right","right","57e953a9-2679-42c0-8636-edc70cac42c2"
"S3",0.013123728736941,13.3748060995284,"right","right","27b8aad4-c34c-4681-9c29-28a4fd3a37c5"
"S3",0.00247875217666636,0.5,"left","right","e2adeb68-7109-46d6-a427-6b005231c8c0"
"S3",0.0301973834223185,0.5,"left","left","6e80803a-025a-48fe-9c6b-42b31b3e7188"
"S3",0.0694834512228015,0.5,"left","left","0f44fc03-1a0f-44c9-9ec6-9ce1aa719054"
"S3",0.013123728736941,40,"right","left","fd0185fc-e561-45cd-b694-f9b24aa032ed"
"S3",0.0694834512228015,13.3748060995284,"right","right","a64bc2c2-19d2-440d-8b66-39d00eec6323"
"S3",0.00247875217666636,40,"left","right","cbb5acca-4d80-4247-8730-e2fce4a78616"
"S3",0.013123728736941,13.3748060995284,"right","right","73b91f8f-efc8-4add-8263-dcee31bcd3c2"
"S3",0.0301973834223185,4.47213595499958,"right","right","d5292b4c-e850-4eae-8881-e52742cacdca"
"S3",0.0057035489980074,1.49534878122122,"left","right","c2cb9835-220d-42a1-bc38-3d8f00eb1e3a"
"S3",0.013123728736941,40,"left","left","ef792686-77c1-46d5-8724-5cf4f03e190e"
"S3",0.00247875217666636,0.5,"left","right","a1f64275-88f1-4655-bd6b-79bc4a883fd6"
"S3",0.013123728736941,4.47213595499958,"right","left","0bbe653c-7632-45ee-8a7c-062df581df1c"
"S3",0.367879441171442,4.47213595499958,"left","left","78fe77fc-b9fd-4240-aadb-8e345ded5dad"
"S3",0.0301973834223185,0.5,"right","right","5ce30bd4-acee-4b39-89ab-d5cd58697b5c"
"S3",0.0301973834223185,4.47213595499958,"left","left","6cd0ef2b-448b-472a-848b-392e08fa5e32"
"S3",0.00247875217666636,0.5,"right","left","2df24bc4-aaf0-421d-b330-ea2bc699b4e8"
"S3",0.013123728736941,1.49534878122122,"left","left","8016ae1f-40b4-4a18-87d9-308bb9976b25"
"S3",0.367879441171442,40,"left","left","f43141b0-c7ca-48be-9877-d678ff6aa8c0"
"S3",0.0694834512228015,40,"right","right","2f06073a-4793-4de3-832e-07e74b84a3e8"
"S3",0.159879746079694,13.3748060995284,"right","right","de81ee4e-b19e-4e9c-a7db-7ef26fe6c63a"
"S3",0.013123728736941,0.5,"right","right","6ed70561-8b4a-4994-ab4a-8bb7e974c97f"
"S3",0.0057035489980074,4.47213595499958,"left","right","a3c3bd21-2e8a-4907-80d4-b64083224ded"
"S3",0.159879746079694,40,"right","right","3a287ea5-d6b0-4d32-a790-6afcbf32f41d"
"S3",0.367879441171442,0.5,"right","right","7c2bc822-1a49-4302-84e4-a2981fad22a2"
"S3",0.159879746079694,1.49534878122122,"left","left","956c9f7c-8e91-41f4-8510-c8c12cb1042e"
"S3",0.367879441171442,0.5,"left","left","eaf1a635-90ad-4279-a7c0-d94b1d98bb74"
"S3",0.00247875217666636,13.3748060995284,"right","left","0dc9ad7f-117a-4ac4-9869-7f39bf6e4722"
"S3",0.0694834512228015,4.47213595499958,"right","right","75864202-baec-46c6-9488-74313973d443"
"S3",0.0694834512228015,13.3748060995284,"left","left","36eacd9f-3020-447d-9a5a-58a81c038adc"
"S3",0.159879746079694,40,"left","left","f804f93c-a9bf-45cb-b8b1-4b66b07f2f61"
"S3",0.013123728736941,4.47213595499958,"left","left","3e412cf1-6a34-4840-807d-1373e28c3fb7"
"S3",0.0057035489980074,4.47213595499958,"left","left","7dae6df2-531b-4b86-b43f-fa1275f99c9c"
"S3",0.367879441171442,13.3748060995284,"left","left","cc9e5354-7e27-4e68-bfd2-bfcd0d9c2f63"
"S3",0.159879746079694,4.47213595499958,"left","left","befb232e-926a-4568-8d7d-6bc86714aa19"
"S3",0.013123728736941,40,"right","right","4e691c54-7395-45da-ae41-13ff5c52a2fb"
"S3",0.159879746079694,1.49534878122122,"left","left","5c2cebbf-af26-4577-abbe-f0ad845439e5"
"S3",0.0301973834223185,4.47213595499958,"left","left","d748a034-6c90-4d48-bae6-64e7b6006bb1"
"S3",0.367879441171442,0.5,"left","left","1c174511-de18-40fd-a151-ef4b512d5599"
"S3",0.0057035489980074,1.49534878122122,"right","right","f9e7a7a7-0f91-494a-9028-42a7c091ac2a"
"S3",0.0301973834223185,0.5,"left","left","bc4c95e4-c20a-41e9-a946-1403ac8da645"
"S3",0.367879441171442,4.47213595499958,"left","left","6d550755-d90f-4045-8b1e-ee8c8045710d"
"S3",0.367879441171442,0.5,"right","right","547be506-46e3-473c-abf6-d8dc8b7fa47b"
"S3",0.0694834512228015,1.49534878122122,"left","left","02c9ac45-7b9f-4613-9ce0-45058b5d42f9"
"S3",0.013123728736941,40,"right","left","96e51652-bbb4-4e50-ad5c-3e1e867f2de4"
"S3",0.159879746079694,13.3748060995284,"left","left","fc782c3c-d05a-47d1-8285-dd7158b901eb"
"S3",0.159879746079694,0.5,"right","right","75170750-2f73-44f9-b3e1-f471da532256"
"S3",0.0694834512228015,40,"right","left","f4c0534f-7edd-4f33-9778-fa935a07846e"
"S3",0.013123728736941,4.47213595499958,"right","right","92dadbd7-ff18-4af5-be56-b9baacd8b1ba"
"S3",0.0057035489980074,13.3748060995284,"right","left","cf01fbf1-330a-4099-a156-0d34f0cf7c2e"
"S3",0.0057035489980074,1.49534878122122,"right","right","3a5acca3-2b4e-410d-a55d-bc38ba13e50d"
"S3",0.0694834512228015,1.49534878122122,"right","right","289baf97-553c-4bfc-a27a-5977b1e71739"
"S3",0.00247875217666636,1.49534878122122,"left","right","0d879bcb-ece7-4f38-8921-65a6333b674f"
"S3",0.0301973834223185,13.3748060995284,"right","right","113fc0d6-cbf0-4b3c-91b7-c3becca52ed3"
"S3",0.00247875217666636,40,"right","left","c1ce3deb-7a62-4e3f-94ae-0182d1352d31"
"S3",0.367879441171442,0.5,"left","left","77c4ada8-be0a-40cf-b96e-75ba0ba34abd"
"S3",0.367879441171442,4.47213595499958,"left","left","d6d28269-9832-4bba-8b0a-fcb34ed75aa6"
"S3",0.159879746079694,1.49534878122122,"right","right","e7024530-7b93-492b-8a23-3561a66ae74a"
"S3",0.013123728736941,1.49534878122122,"right","right","6d7f40c3-d48e-48ea-990f-8114a7be68c4"
"S3",0.367879441171442,40,"right","right","df375928-d22b-40a5-addc-eec7d7f57edf"
"S3",0.00247875217666636,4.47213595499958,"left","left","62cfa047-85ce-4efa-a752-e7d85d9ab71d"
"S3",0.013123728736941,4.47213595499958,"left","left","0a61f47c-74c9-40b2-b39d-608892fa6e68"
"S3",0.0694834512228015,4.47213595499958,"left","left","30ba26d1-40cb-40bf-ae58-20ef66ed4707"
"S3",0.367879441171442,13.3748060995284,"right","right","7f16ebc0-6ad6-4717-9fa2-4c2b458a1005"
"S3",0.0694834512228015,13.3748060995284,"right","right","f0a77d88-2819-4ab8-b6b4-e019e5778700"
"S3",0.367879441171442,1.49534878122122,"right","right","57dfc176-16d6-45fe-ac5c-a80b95978db1"
"S3",0.367879441171442,40,"right","right","3138342a-23f7-4b7a-937a-30cebaa9571d"
"S3",0.0301973834223185,0.5,"left","left","08107a7b-9a34-4319-acdb-4dede14227bd"
"S3",0.00247875217666636,13.3748060995284,"right","right","5c278e2c-c843-4b3c-b618-9d32f80c8865"
"S3",0.00247875217666636,40,"right","left","085d815e-d905-4d7f-90e3-fcd8455c0311"
"S3",0.367879441171442,13.3748060995284,"left","left","54ce7de4-5a16-4d9f-91b2-62553750d9ef"
"S3",0.0301973834223185,13.3748060995284,"left","left","8fe9dfce-be42-4401-9dbf-0ad3cfc503ac"
"S3",0.013123728736941,0.5,"left","right","c36879fc-2e3f-4771-8f06-b907e003fb3c"
"S3",0.0301973834223185,13.3748060995284,"left","left","cdc7ae7c-6020-4e46-8e6b-09a62ef4f38a"
"S3",0.00247875217666636,40,"left","right","8b5ba19e-b29b-49c8-9793-be4760b168ee"
"S3",0.0301973834223185,40,"left","right","9821fc1d-164f-4b9e-87e7-1632b5ef8fa1"
"S3",0.0057035489980074,4.47213595499958,"right","left","028034d8-8850-44dd-86a0-d09323d8c04c"
"S3",0.0694834512228015,4.47213595499958,"left","left","0e3c34ee-96c9-470d-b5a0-f07e1f85ccd7"
"S3",0.367879441171442,0.5,"right","right","5e85b40a-47e4-4ce7-870a-222746a28196"
"S3",0.367879441171442,4.47213595499958,"right","right","74b5a6b5-fb64-485f-ae89-6a1972061b26"
"S3",0.159879746079694,4.47213595499958,"right","right","d80dee2f-d5e2-4597-bd72-b3896c4f5646"
"S3",0.0057035489980074,40,"right","right","a0e3f842-9bb5-499b-aa50-def588173760"
"S3",0.00247875217666636,4.47213595499958,"left","left","20cc059f-ebae-497f-9fa4-d30076399d55"
"S3",0.013123728736941,1.49534878122122,"left","right","d68c6eb5-f397-40f2-9148-b4f58b83e361"
"S3",0.367879441171442,4.47213595499958,"left","left","892fdd7a-0e8c-4cbe-af60-84edd937c9e6"
"S3",0.0057035489980074,4.47213595499958,"left","left","0fafea51-b86b-415a-affd-dd90caba2fc1"
"S3",0.0057035489980074,13.3748060995284,"right","left","f506fe50-c18e-4e0c-b85a-38400a738b7f"
"S3",0.0694834512228015,40,"right","right","d52d9847-9e2b-48ad-a2fe-58b4be19f936"
"S3",0.013123728736941,40,"left","left","6edabf23-7552-4f6d-9598-514247f068bf"
"S3",0.159879746079694,1.49534878122122,"left","left","11e4b9d9-40ea-402d-834a-7a1910836e92"
"S3",0.0301973834223185,1.49534878122122,"right","right","b5ef03f2-e025-44cf-8c24-4b39b93c5ba3"
"S3",0.367879441171442,4.47213595499958,"right","right","423be28d-beff-4300-878a-06cd9cedd95a"
"S3",0.159879746079694,40,"right","left","cc8fe829-e245-4cce-a72f-74c7c0b8f489"
"S3",0.0694834512228015,40,"left","right","d5088837-d747-4674-beb9-d993f8ddd863"
"S3",0.0301973834223185,1.49534878122122,"left","left","bcb3100e-2a69-41af-8df7-8906682d4015"
"S3",0.367879441171442,1.49534878122122,"left","left","d039545c-ea02-4e1f-b201-6780daeabe1a"
"S3",0.00247875217666636,1.49534878122122,"right","left","81a1aded-2a04-4416-a080-c10e5630a354"
"S3",0.367879441171442,1.49534878122122,"right","right","649634c9-6cd7-4a53-83f7-631c896c9772"
"S3",0.013123728736941,0.5,"left","left","1097f877-24b8-4308-8a91-6ba776046db5"
"S3",0.0057035489980074,40,"left","right","d338e578-66e3-4631-aad6-01a6e06d08ee"
"S3",0.0301973834223185,13.3748060995284,"left","left","8e4b5e31-b4ed-4bc1-875a-7de4545c856d"
"S3",0.159879746079694,1.49534878122122,"left","left","339c5a21-6920-4cc2-b3dd-21b35afc9e89"
"S3",0.159879746079694,13.3748060995284,"left","left","52d03d80-df6b-4f06-abda-bc7a86cfaa60"
"S3",0.0301973834223185,1.49534878122122,"left","left","4e602b74-6853-4d5f-9c69-ab2622747cf2"
"S3",0.159879746079694,4.47213595499958,"left","left","deb3aeee-3efd-490b-8d70-7091da22eada"
"S3",0.0694834512228015,40,"left","left","0e83e349-1f86-42cf-802e-2b208b611b57"
"S3",0.013123728736941,0.5,"right","right","19d6195f-d4de-4082-9720-5d449c3ce41a"
"S3",0.367879441171442,1.49534878122122,"left","left","a7d0f543-b822-475f-bf18-5b7dd70221ed"
"S3",0.0057035489980074,0.5,"left","right","b1087723-8a1c-44a8-b40a-f1c15ffa9764"
"S3",0.0301973834223185,13.3748060995284,"right","right","ab7b0cae-3b8a-4e3a-ba5d-a3b679a025d8"
"S3",0.0057035489980074,13.3748060995284,"left","left","8fa39f7d-44ef-4fd9-889e-1bc4548beb0c"
"S3",0.013123728736941,0.5,"right","right","bc1a16ce-2d8f-4cc2-8562-7f830744e4bb"
"S3",0.0694834512228015,40,"right","left","26845b2e-5bfa-49b9-aac9-75386dc8df02"
"S3",0.00247875217666636,13.3748060995284,"left","left","0190fa66-a010-443b-b9f2-2959e47bee07"
"S3",0.0301973834223185,1.49534878122122,"right","right","7de80a3b-d097-46c4-8ee4-998fb0dd5e90"
"S3",0.0057035489980074,1.49534878122122,"left","left","2cb5fefb-204a-4f0d-be22-a8bca1367b34"
"S3",0.0057035489980074,1.49534878122122,"left","left","3011356b-9677-4c25-b604-a675c509e41e"
"S3",0.013123728736941,0.5,"left","right","51eb37b3-2809-49c7-9fac-d3fbcbe97686"
"S3",0.0694834512228015,40,"left","right","a1e57758-5d66-49b9-9950-9d35cf4b6148"
"S3",0.0694834512228015,1.49534878122122,"right","right","e697a27d-ecc6-4fa3-8727-6b912649037e"
"S3",0.0694834512228015,40,"right","left","bdeb7296-1dad-42cf-99cf-5ad9f344d654"
"S3",0.0694834512228015,4.47213595499958,"right","right","35885f56-ac50-49ee-9562-a471e1b1e710"
"S3",0.0694834512228015,40,"right","right","063d8bd7-caf2-4640-a7bb-f348e1777e4e"
"S3",0.159879746079694,4.47213595499958,"right","right","0961a6f3-48bb-4552-a565-83dd21b093de"
"S3",0.159879746079694,40,"right","right","d6120bf7-318b-45e0-8019-f83c9fa58aad"
"S3",0.159879746079694,13.3748060995284,"left","left","8c7614b5-81fa-4889-a777-2eed4ae587cf"
"S3",0.367879441171442,13.3748060995284,"left","left","6fea23aa-e21a-4e3f-b96a-b456749646aa"
"S3",0.0694834512228015,4.47213595499958,"left","left","03350881-711b-46bc-bc93-d26420d1e8de"
"S3",0.013123728736941,4.47213595499958,"left","left","5d775558-9b5d-4e26-907a-1d2e2bb95a07"
"S3",0.00247875217666636,40,"right","right","457657f4-2eea-4929-bfe9-9653b81977a0"
"S3",0.0301973834223185,0.5,"left","left","12d469c6-de25-42bc-b662-9e6e64be4a25"
"S3",0.159879746079694,40,"left","left","c0b4a4e2-451c-46d5-b64e-4bba83f7c390"
"S3",0.0057035489980074,1.49534878122122,"right","left","4ec3ab58-85ae-467e-9165-95e6eca52fc2"
"S3",0.00247875217666636,1.49534878122122,"right","right","00889d12-e131-4bd5-a2c9-b94095827090"
"S3",0.00247875217666636,40,"right","right","cd9b3030-8010-4214-9b7d-80c08c04c2b1"
"S3",0.0694834512228015,13.3748060995284,"right","right","cb9ad91b-d4bb-4b42-b566-fe389969170c"
"S3",0.00247875217666636,1.49534878122122,"right","left","8ebbbdc5-4ca5-425b-8021-9cd41758e806"
"S3",0.00247875217666636,4.47213595499958,"right","left","435a878b-d0d5-44f1-9bec-206d3814407a"
"S3",0.013123728736941,13.3748060995284,"left","left","2a45fbd5-5d8b-49f3-b58f-7b814b54107d"
"S3",0.013123728736941,13.3748060995284,"left","left","eabd2025-02e4-443b-a15c-763042a437dc"
"S3",0.0057035489980074,4.47213595499958,"right","right","d9fd4c38-b033-4dc1-9114-bae11b6ed7e0"
"S3",0.013123728736941,0.5,"left","left","f0f57637-3108-40f7-a113-29251c420b50"
"S3",0.159879746079694,4.47213595499958,"right","right","e51813a5-13fb-4a69-878b-09f47d482679"
"S3",0.013123728736941,4.47213595499958,"right","left","74414615-c764-4961-9b4e-d8fc043855e1"
"S3",0.013123728736941,0.5,"left","left","db2b2820-2848-4b08-bbc3-21bd54ff6cb5"
"S3",0.159879746079694,4.47213595499958,"left","left","52d59764-87b1-41d0-b490-b7d65e3d8d0a"
"S3",0.367879441171442,40,"left","left","abd0ab30-d452-476a-bca8-6f6cd896ff36"
"S3",0.0694834512228015,13.3748060995284,"right","right","09c56d21-fa50-4adf-ae16-fe6fa15a46ac"
"S3",0.013123728736941,4.47213595499958,"right","left","c40fa662-fe86-47db-9f67-3e622d0bd17b"
"S3",0.0057035489980074,40,"right","right","39b3344d-f1a2-4fed-bb6f-73403a957d52"
"S3",0.0694834512228015,1.49534878122122,"left","left","6e9745ec-aae5-43ac-aaf5-818361274700"
"S3",0.0694834512228015,13.3748060995284,"left","left","81994764-f33a-4c9b-ace5-79299d5e1594"
"S3",0.159879746079694,4.47213595499958,"right","right","92a46b37-f8b6-45f3-8b68-18384f3a365b"
"S3",0.013123728736941,0.5,"right","left","f00acf56-696e-4f5a-87df-52d7dcb0bf52"
"S3",0.0057035489980074,4.47213595499958,"right","left","ec60e98e-08ce-45fb-83a0-b09dce49bdec"
"S3",0.159879746079694,0.5,"right","right","17f0d527-0997-4a9b-b74c-9fb5bc6be659"
"S3",0.013123728736941,1.49534878122122,"right","right","f21479a8-40e5-4deb-8ec6-9159b2e3630a"
"S3",0.013123728736941,13.3748060995284,"right","left","ccad4c02-2f7a-4726-bcaf-a10e4d5c2eb6"
"S3",0.0694834512228015,4.47213595499958,"right","right","d721b55a-3412-4b84-b62a-2d9d2f6eec2b"
"S3",0.159879746079694,40,"left","left","65f02e83-cc7d-4680-98f0-e7d6595c0da4"
"S3",0.0694834512228015,40,"left","right","d2666630-3f95-4866-9eed-7180cf133f13"
"S3",0.367879441171442,1.49534878122122,"right","right","0276ed0e-390b-41ab-a721-686cbd329129"
"S3",0.367879441171442,40,"right","right","74b3b3ca-5dc4-49ea-bc54-e5614bf96008"
"S3",0.159879746079694,4.47213595499958,"right","right","86a97832-436f-4e5a-b7f3-778f8482a37b"
"S3",0.00247875217666636,4.47213595499958,"left","right","ae15bcab-8051-4e17-b04d-84b7e4ed0dfd"
"S3",0.367879441171442,40,"left","left","20a92e7b-a3e4-4d3b-8fce-c19cd94f24b9"
"S3",0.367879441171442,1.49534878122122,"left","left","fe9b8496-df2a-485b-995b-082d82470f26"
"S3",0.00247875217666636,1.49534878122122,"left","left","fa2eb6b0-56a4-4d95-914b-97ac3138a59a"
"S3",0.00247875217666636,40,"left","right","6790f387-6675-4c7a-85e8-c38e18be7da0"
"S3",0.367879441171442,40,"left","left","1afaddb6-c6d6-4fc0-9e96-5e759494015a"
"S3",0.013123728736941,4.47213595499958,"right","right","de2c734f-8a2f-4c66-acd0-82d155bc153e"
"S3",0.0057035489980074,4.47213595499958,"right","right","5a61101b-4502-4368-b863-fde5f2554f9e"
"S3",0.367879441171442,0.5,"left","left","40c18718-e6a9-4038-a6ed-7d062cdadeee"
"S3",0.0694834512228015,4.47213595499958,"right","right","79d91fa9-3bf5-4f6a-81d1-080dc9c49bff"
"S3",0.013123728736941,13.3748060995284,"left","right","79acc9e5-43b5-45d7-ab08-2f9afe9e5325"
"S3",0.013123728736941,4.47213595499958,"left","left","4f9d0de4-b505-4444-932c-3fb7fd43ca65"
"S3",0.0301973834223185,4.47213595499958,"right","right","1223b61f-fd4f-4897-a2b2-5ad2c02e9c06"
"S3",0.0694834512228015,4.47213595499958,"left","left","462d7784-d7bf-41bc-b879-52b9151d78a5"
"S3",0.0301973834223185,40,"left","right","37602b15-7ef1-4425-8b82-075db8e1158a"
"S3",0.00247875217666636,13.3748060995284,"left","left","5be16e2f-a43e-4286-ad73-3f286481c014"
"S3",0.013123728736941,40,"left","left","07a77557-2b6c-49f0-a8c2-1bec30eda516"
"S3",0.159879746079694,40,"right","right","97cf632d-50f1-48fa-b5ca-ff53a790f8cd"
"S3",0.0694834512228015,13.3748060995284,"left","left","73d5c016-362e-4802-9e51-a33e4492e026"
"S3",0.0057035489980074,40,"left","right","6c8813ab-6804-43f6-b449-929ca1f44418"
"S3",0.0301973834223185,1.49534878122122,"left","left","233539db-821a-4a08-88e2-4ad372e17379"
"S3",0.00247875217666636,4.47213595499958,"right","left","1b238fef-0fad-48c5-8504-7abfe14d66a9"
"S3",0.00247875217666636,40,"left","right","09779521-7d57-4f72-a87d-f70fa1b17b20"
"S3",0.0057035489980074,4.47213595499958,"left","right","086a6148-dc3d-4851-8c47-c93557790a74"
"S3",0.00247875217666636,4.47213595499958,"right","left","a78bc2f2-f928-4943-acbd-8d78ffc3c123"
"S3",0.159879746079694,4.47213595499958,"right","right","d96a4418-0058-4fb1-9ad7-ba93def16400"
"S3",0.367879441171442,1.49534878122122,"right","right","8cd9fb31-9301-4ebc-a7b2-c90a7044a921"
"S3",0.0301973834223185,13.3748060995284,"left","right","7fa9e30e-037d-44cc-9611-3abd7486929d"
"S3",0.0057035489980074,1.49534878122122,"right","right","24dcd185-03ea-43f8-af7b-1c84868dc117"
"S3",0.00247875217666636,40,"right","left","de886e49-aad7-4f64-ae9f-01539d4b7dd4"
"S3",0.00247875217666636,0.5,"left","right","2672fe70-5ce3-464b-a524-78dfa3742573"
"S3",0.0301973834223185,40,"right","right","5881f9af-f4cc-44b4-8e30-b0729eb39c9e"
"S3",0.0301973834223185,0.5,"left","left","3e7124bc-af84-4d45-88c3-d0cd0bd75f81"
"S3",0.0057035489980074,40,"left","left","fc7fb7d0-7621-4964-9ba4-d5ee0a75544f"
"S3",0.0694834512228015,4.47213595499958,"right","right","3115cc69-61ce-4906-bfb5-ad7c9e26a95b"
"S3",0.00247875217666636,4.47213595499958,"left","left","e727ab36-b4a6-4fb6-87c9-f9b47368f568"
"S3",0.0694834512228015,4.47213595499958,"right","right","2bcb7e59-6c25-44c0-897d-7b4399c6c864"
"S3",0.013123728736941,40,"right","right","6727491f-003a-4b73-b2f7-fd1cd1b35fef"
"S3",0.367879441171442,40,"left","left","e44d19df-127d-4d97-a1b2-e091b9bb3863"
"S3",0.00247875217666636,4.47213595499958,"right","left","e048dada-ab9e-494b-a024-49b8632ba815"
"S3",0.159879746079694,13.3748060995284,"right","right","ec22639a-494a-442c-b5bb-cb0ed82ddcc3"
"S3",0.00247875217666636,40,"right","right","4db5acd5-fe06-4e4c-8042-4611efb1af29"
"S3",0.00247875217666636,40,"right","left","3c9dda0f-6793-436e-a087-bec09affa2cf"
"S3",0.0301973834223185,4.47213595499958,"left","left","14ccaa73-bb09-454f-a350-29f6326bb428"
"S3",0.013123728736941,1.49534878122122,"right","right","0f476621-a4f5-4fb0-a13a-7be5b7da0c5e"
